order_id,customer_id,product_id,quantity,unit_price,total_amount,status,order_ts
ORD-000800,337,10,1,123.09,123.09,shipped,2026-04-21 06:16:48
ORD-000801,413,18,1,631.84,631.84,shipped,2026-04-22 00:37:00
ORD-000802,320,59,5,887.2,4436.0,completed,2026-03-02 08:30:03
ORD-000803,420,59,5,887.2,4436.0,shipped,2026-04-03 03:54:02
ORD-000804,218,50,3,365.03,1095.09,cancelled,2026-04-16 17:14:08
ORD-000805,365,1,5,60.27,301.35,cancelled,2026-03-30 15:22:49
ORD-000806,296,35,4,25.35,101.4,completed,2026-03-02 04:06:53
ORD-000807,361,5,1,470.71,470.71,completed,2026-03-25 06:24:18
ORD-000808,73,15,5,735.73,3678.65,cancelled,2026-03-31 21:05:06
ORD-000809,41,97,3,499.11,1497.33,cancelled,2026-04-01 05:10:43
ORD-000810,323,79,1,75.77,75.77,completed,2026-04-15 06:47:55
ORD-000811,160,88,5,434.06,2170.3,cancelled,2026-03-10 02:53:47
ORD-000812,241,7,3,526.92,1580.76,shipped,2026-03-27 23:36:27
ORD-000813,216,66,4,847.72,3390.88,completed,2026-03-25 11:55:48
ORD-000814,356,38,3,344.45,1033.35,cancelled,2026-04-20 22:42:50
ORD-000815,134,96,3,188.04,564.12,completed,2026-03-15 03:28:34
ORD-000816,294,81,4,484.39,1937.56,completed,2026-03-24 17:50:39
ORD-000817,14,85,3,70.14,210.42,completed,2026-03-10 01:16:10
ORD-000818,40,63,1,820.86,820.86,completed,2026-04-22 05:35:31
ORD-000819,141,33,2,656.43,1312.86,completed,2026-03-22 13:46:13
ORD-000820,466,2,1,813.08,813.08,cancelled,2026-03-23 17:38:34
ORD-000821,190,95,2,627.59,1255.18,completed,2026-03-19 07:44:17
ORD-000822,410,34,2,752.17,1504.34,cancelled,2026-03-30 17:25:01
ORD-000823,305,5,3,470.71,1412.13,completed,2026-04-25 18:43:06
ORD-000824,122,64,4,612.48,2449.92,shipped,2026-03-12 10:02:58
ORD-000825,376,93,2,673.46,1346.92,completed,2026-04-17 02:57:53
ORD-000826,27,7,3,526.92,1580.76,completed,2026-03-13 19:46:37
ORD-000827,244,60,4,202.83,811.32,cancelled,2026-03-31 13:01:40
ORD-000828,243,30,4,774.96,3099.84,completed,2026-03-18 09:47:53
ORD-000829,7,19,5,894.74,4473.7,completed,2026-03-06 08:10:19
ORD-000830,493,58,4,275.08,1100.32,cancelled,2026-03-18 12:30:23
ORD-000831,327,88,1,434.06,434.06,completed,2026-04-24 04:39:23
ORD-000832,440,56,5,540.14,2700.7,completed,2026-03-03 00:15:33
ORD-000833,131,43,3,729.48,2188.44,cancelled,2026-04-13 20:25:19
ORD-000834,376,51,4,488.09,1952.36,cancelled,2026-03-12 15:11:48
ORD-000835,347,99,2,482.62,965.24,completed,2026-03-28 11:42:56
ORD-000836,426,41,5,843.98,4219.9,completed,2026-04-30 23:41:30
ORD-000837,54,2,4,813.08,3252.32,shipped,2026-04-24 04:52:33
ORD-000838,129,45,2,220.4,440.8,completed,2026-03-15 13:41:08
ORD-000839,30,5,1,470.71,470.71,cancelled,2026-03-22 20:39:10
ORD-000840,327,85,2,70.14,140.28,completed,2026-03-01 02:10:38
ORD-000841,67,91,1,194.57,194.57,shipped,2026-04-25 01:59:03
ORD-000842,459,85,5,70.14,350.7,completed,2026-03-10 17:16:23
ORD-000843,240,90,2,861.53,1723.06,completed,2026-04-14 13:16:31
ORD-000844,394,82,4,175.48,701.92,shipped,2026-03-02 13:56:14
ORD-000845,400,89,3,816.79,2450.37,completed,2026-04-14 18:06:11
ORD-000846,171,36,1,419.39,419.39,completed,2026-04-06 09:51:07
ORD-000847,36,34,3,752.17,2256.51,shipped,2026-04-19 07:57:33
ORD-000848,331,26,5,406.44,2032.2,shipped,2026-04-05 17:30:12
ORD-000849,112,14,2,24.48,48.96,cancelled,2026-03-27 08:17:55
ORD-000850,367,83,1,342.57,342.57,completed,2026-03-03 07:55:22
ORD-000851,293,14,1,24.48,24.48,completed,2026-04-26 21:26:11
ORD-000852,77,100,4,281.04,1124.16,completed,2026-04-29 05:52:46
ORD-000853,359,5,4,470.71,1882.84,completed,2026-04-13 18:28:49
ORD-000854,363,51,5,488.09,2440.45,shipped,2026-04-30 05:14:08
ORD-000855,277,62,4,853.93,3415.72,completed,2026-04-05 21:26:52
ORD-000856,63,1,4,60.27,241.08,cancelled,2026-03-17 06:26:55
ORD-000857,206,69,3,370.39,1111.17,completed,2026-04-09 12:58:28
ORD-000858,437,81,1,484.39,484.39,completed,2026-04-07 04:32:06
ORD-000859,332,11,4,413.83,1655.32,completed,2026-03-13 13:26:35
ORD-000860,339,23,5,690.42,3452.1,completed,2026-04-28 10:00:47
ORD-000861,323,39,4,226.52,906.08,completed,2026-03-04 20:06:46
ORD-000862,225,63,1,820.86,820.86,completed,2026-03-05 00:57:39
ORD-000863,369,18,1,631.84,631.84,cancelled,2026-04-18 23:04:36
ORD-000864,406,31,4,164.73,658.92,cancelled,2026-04-06 21:42:24
ORD-000865,495,83,3,342.57,1027.71,shipped,2026-03-30 04:33:36
ORD-000866,173,3,1,517.57,517.57,completed,2026-04-09 21:57:33
ORD-000867,342,52,1,778.04,778.04,cancelled,2026-04-17 00:11:39
ORD-000868,120,59,5,887.2,4436.0,completed,2026-04-21 02:54:24
ORD-000869,10,5,2,470.71,941.42,shipped,2026-03-30 00:11:41
ORD-000870,67,80,1,763.18,763.18,completed,2026-04-15 00:22:43
ORD-000871,421,23,1,690.42,690.42,completed,2026-03-04 12:48:37
ORD-000872,33,59,5,887.2,4436.0,completed,2026-04-20 02:28:51
ORD-000873,113,15,4,735.73,2942.92,completed,2026-03-23 01:35:09
ORD-000874,167,26,4,406.44,1625.76,completed,2026-04-09 09:21:48
ORD-000875,165,88,5,434.06,2170.3,completed,2026-03-27 19:00:00
ORD-000876,172,98,1,258.34,258.34,completed,2026-03-24 17:41:06
ORD-000877,87,16,3,200.02,600.06,completed,2026-04-21 08:53:05
ORD-000878,474,71,2,486.45,972.9,cancelled,2026-04-02 15:07:46
ORD-000879,314,6,2,613.86,1227.72,shipped,2026-04-24 00:58:57
ORD-000880,42,100,2,281.04,562.08,completed,2026-04-29 06:16:13
ORD-000881,362,1,2,60.27,120.54,cancelled,2026-03-02 20:45:17
ORD-000882,355,37,4,492.28,1969.12,completed,2026-03-17 06:40:09
ORD-000883,268,27,2,341.2,682.4,shipped,2026-03-21 14:08:07
ORD-000884,313,53,2,130.42,260.84,completed,2026-03-01 17:38:42
ORD-000885,314,77,2,352.64,705.28,completed,2026-03-16 05:47:59
ORD-000886,3,81,3,484.39,1453.17,cancelled,2026-04-08 08:45:09
ORD-000887,49,31,2,164.73,329.46,cancelled,2026-04-23 04:41:46
ORD-000888,238,47,5,404.56,2022.8,completed,2026-03-29 16:01:00
ORD-000889,408,36,1,419.39,419.39,completed,2026-04-18 19:53:51
ORD-000890,82,88,4,434.06,1736.24,completed,2026-03-30 17:34:49
ORD-000891,223,7,3,526.92,1580.76,completed,2026-04-12 16:22:09
ORD-000892,23,43,5,729.48,3647.4,completed,2026-03-10 07:30:06
ORD-000893,91,95,1,627.59,627.59,completed,2026-03-02 04:26:08
ORD-000894,37,4,4,152.26,609.04,completed,2026-03-29 19:46:28
ORD-000895,167,93,4,673.46,2693.84,shipped,2026-03-24 02:53:30
ORD-000896,167,26,3,406.44,1219.32,completed,2026-04-16 19:59:25
ORD-000897,446,13,2,727.19,1454.38,completed,2026-03-14 08:58:41
ORD-000898,300,49,2,224.04,448.08,shipped,2026-04-26 06:51:07
ORD-000899,476,7,4,526.92,2107.68,cancelled,2026-04-21 16:07:47
ORD-000900,70,59,2,887.2,1774.4,shipped,2026-04-06 10:24:07
ORD-000901,500,93,2,673.46,1346.92,completed,2026-03-21 10:56:39
ORD-000902,355,26,3,406.44,1219.32,cancelled,2026-04-22 22:49:54
ORD-000903,437,8,3,809.51,2428.53,shipped,2026-04-22 19:57:17
ORD-000904,113,59,4,887.2,3548.8,completed,2026-04-20 11:29:27
ORD-000905,488,78,2,186.99,373.98,cancelled,2026-03-11 00:46:17
ORD-000906,45,22,5,166.08,830.4,shipped,2026-03-26 15:38:13
ORD-000907,303,67,4,346.13,1384.52,shipped,2026-03-06 16:07:11
ORD-000908,377,60,3,202.83,608.49,completed,2026-04-30 08:24:47
ORD-000909,114,32,3,356.79,1070.37,cancelled,2026-04-03 02:54:09
ORD-000910,214,20,5,887.59,4437.95,completed,2026-03-04 23:48:55
ORD-000911,18,6,4,613.86,2455.44,shipped,2026-03-15 05:38:32
ORD-000912,232,68,4,290.27,1161.08,shipped,2026-03-31 20:25:56
ORD-000913,355,31,1,164.73,164.73,shipped,2026-03-26 23:32:52
ORD-000914,123,28,2,867.91,1735.82,completed,2026-04-08 13:13:51
ORD-000915,83,3,4,517.57,2070.28,shipped,2026-03-19 12:54:05
ORD-000916,238,74,5,726.17,3630.85,completed,2026-04-29 07:26:24
ORD-000917,321,91,4,194.57,778.28,shipped,2026-04-19 10:30:49
ORD-000918,37,91,1,194.57,194.57,shipped,2026-03-06 01:09:38
ORD-000919,152,89,3,816.79,2450.37,shipped,2026-03-28 22:48:33
ORD-000920,278,97,3,499.11,1497.33,cancelled,2026-03-17 01:41:59
ORD-000921,377,27,1,341.2,341.2,completed,2026-03-22 11:46:40
ORD-000922,57,66,3,847.72,2543.16,shipped,2026-03-05 22:07:22
ORD-000923,188,47,4,404.56,1618.24,completed,2026-03-22 22:30:43
ORD-000924,288,23,5,690.42,3452.1,completed,2026-03-16 21:33:38
ORD-000925,59,18,3,631.84,1895.52,shipped,2026-04-15 04:21:10
ORD-000926,386,95,5,627.59,3137.95,completed,2026-03-06 16:21:42
ORD-000927,258,42,3,690.11,2070.33,shipped,2026-03-04 14:15:57
ORD-000928,177,36,1,419.39,419.39,shipped,2026-04-26 10:25:35
ORD-000929,241,63,5,820.86,4104.3,cancelled,2026-03-28 19:31:57
ORD-000930,232,87,5,605.95,3029.75,cancelled,2026-03-04 13:21:33
ORD-000931,45,48,1,634.44,634.44,completed,2026-04-18 07:19:46
ORD-000932,56,51,2,488.09,976.18,completed,2026-04-12 21:11:55
ORD-000933,255,36,1,419.39,419.39,completed,2026-03-17 18:36:48
ORD-000934,12,27,5,341.2,1706.0,completed,2026-03-01 01:09:42
ORD-000935,243,54,5,214.57,1072.85,completed,2026-03-02 19:11:35
ORD-000936,11,54,4,214.57,858.28,completed,2026-03-14 00:31:40
ORD-000937,428,25,1,340.14,340.14,cancelled,2026-04-29 15:32:29
ORD-000938,176,83,3,342.57,1027.71,completed,2026-04-04 02:55:49
ORD-000939,432,63,5,820.86,4104.3,cancelled,2026-03-19 04:41:51
ORD-000940,68,57,4,737.45,2949.8,completed,2026-04-11 03:20:50
ORD-000941,191,22,3,166.08,498.24,completed,2026-04-16 06:22:10
ORD-000942,146,99,1,482.62,482.62,shipped,2026-04-21 11:08:36
ORD-000943,365,22,5,166.08,830.4,cancelled,2026-03-02 18:08:45
ORD-000944,83,37,2,492.28,984.56,completed,2026-04-19 18:24:43
ORD-000945,65,15,1,735.73,735.73,shipped,2026-04-10 03:04:56
ORD-000946,288,34,3,752.17,2256.51,completed,2026-04-19 16:31:50
ORD-000947,191,86,3,686.72,2060.16,shipped,2026-04-08 18:36:49
ORD-000948,63,70,2,341.93,683.86,completed,2026-03-27 13:01:14
ORD-000949,486,52,4,778.04,3112.16,shipped,2026-03-12 18:42:25
ORD-000950,500,41,2,843.98,1687.96,cancelled,2026-04-30 04:06:56
ORD-000951,497,43,3,729.48,2188.44,cancelled,2026-03-31 13:26:52
ORD-000952,374,86,2,686.72,1373.44,shipped,2026-03-10 03:25:14
ORD-000953,461,44,1,555.36,555.36,completed,2026-03-15 06:33:39
ORD-000954,13,18,5,631.84,3159.2,shipped,2026-04-23 12:47:00
ORD-000955,48,80,2,763.18,1526.36,completed,2026-04-02 10:59:16
ORD-000956,299,8,5,809.51,4047.55,cancelled,2026-03-20 16:53:42
ORD-000957,43,29,3,487.67,1463.01,cancelled,2026-04-18 23:10:45
ORD-000958,100,58,1,275.08,275.08,shipped,2026-03-29 09:38:23
ORD-000959,484,41,5,843.98,4219.9,completed,2026-03-23 05:22:30
ORD-000960,367,86,3,686.72,2060.16,shipped,2026-04-05 18:36:49
ORD-000961,146,48,4,634.44,2537.76,completed,2026-04-07 23:33:23
ORD-000962,45,45,3,220.4,661.2,completed,2026-04-02 03:34:25
ORD-000963,412,94,4,433.63,1734.52,shipped,2026-03-14 08:52:06
ORD-000964,374,37,2,492.28,984.56,shipped,2026-03-10 08:34:08
ORD-000965,74,18,5,631.84,3159.2,completed,2026-03-23 20:51:58
ORD-000966,172,39,4,226.52,906.08,completed,2026-03-06 04:52:28
ORD-000967,210,76,4,503.77,2015.08,completed,2026-04-25 23:45:33
ORD-000968,364,54,2,214.57,429.14,cancelled,2026-03-26 07:10:30
ORD-000969,427,97,2,499.11,998.22,shipped,2026-04-18 17:13:40
ORD-000970,422,38,5,344.45,1722.25,completed,2026-03-30 22:27:45
ORD-000971,379,75,3,508.34,1525.02,shipped,2026-03-30 03:38:14
ORD-000972,79,29,1,487.67,487.67,completed,2026-03-11 23:54:40
ORD-000973,341,39,4,226.52,906.08,completed,2026-04-23 00:11:44
ORD-000974,126,54,2,214.57,429.14,completed,2026-03-30 00:31:27
ORD-000975,307,16,3,200.02,600.06,completed,2026-03-30 21:34:15
ORD-000976,445,75,4,508.34,2033.36,completed,2026-03-25 08:07:24
ORD-000977,192,81,4,484.39,1937.56,cancelled,2026-03-17 19:38:46
ORD-000978,84,94,5,433.63,2168.15,cancelled,2026-04-29 14:33:02
ORD-000979,450,8,2,809.51,1619.02,completed,2026-04-10 07:12:51
ORD-000980,185,46,2,95.3,190.6,shipped,2026-04-27 14:04:21
ORD-000981,150,82,3,175.48,526.44,cancelled,2026-04-27 13:26:48
ORD-000982,393,82,1,175.48,175.48,completed,2026-03-29 16:56:37
ORD-000983,279,98,1,258.34,258.34,completed,2026-03-23 17:54:54
ORD-000984,50,41,3,843.98,2531.94,cancelled,2026-04-13 10:48:04
ORD-000985,7,75,3,508.34,1525.02,completed,2026-03-09 18:46:03
ORD-000986,211,67,3,346.13,1038.39,completed,2026-04-07 06:20:44
ORD-000987,258,21,1,33.4,33.4,completed,2026-04-17 18:22:23
ORD-000988,434,25,5,340.14,1700.7,cancelled,2026-03-22 04:51:42
ORD-000989,214,92,5,866.06,4330.3,shipped,2026-03-17 19:51:03
ORD-000990,473,10,1,123.09,123.09,completed,2026-03-09 19:13:20
ORD-000991,72,62,3,853.93,2561.79,shipped,2026-04-11 10:47:58
ORD-000992,89,77,5,352.64,1763.2,completed,2026-03-13 11:32:48
ORD-000993,439,4,1,152.26,152.26,completed,2026-04-16 19:18:50
ORD-000994,108,89,2,816.79,1633.58,completed,2026-04-11 19:26:11
ORD-000995,40,11,4,413.83,1655.32,completed,2026-03-17 19:55:57
ORD-000996,22,100,4,281.04,1124.16,completed,2026-03-13 08:17:56
ORD-000997,304,14,1,24.48,24.48,completed,2026-03-11 05:18:18
ORD-000998,23,61,1,251.26,251.26,completed,2026-03-03 14:47:18
ORD-000999,401,39,1,226.52,226.52,completed,2026-03-13 20:29:12
ORD-001000,95,78,2,186.99,373.98,completed,2026-03-24 16:43:03
ORD-001001,486,4,1,152.26,152.26,cancelled,2026-04-21 13:54:04
ORD-001002,400,45,3,220.4,661.2,cancelled,2026-04-20 05:46:21
ORD-001003,51,31,5,164.73,823.65,cancelled,2026-03-25 21:30:43
ORD-001004,367,98,1,258.34,258.34,completed,2026-03-28 16:05:58
ORD-001005,3,37,2,492.28,984.56,completed,2026-03-04 04:26:38
ORD-001006,188,28,5,867.91,4339.55,cancelled,2026-03-07 06:42:59
ORD-001007,93,24,4,583.06,2332.24,completed,2026-03-18 20:05:33
ORD-001008,117,49,4,224.04,896.16,shipped,2026-04-17 05:16:37
ORD-001009,57,15,3,735.73,2207.19,cancelled,2026-04-23 07:02:14
ORD-001010,361,18,4,631.84,2527.36,completed,2026-03-13 10:50:51
ORD-001011,253,72,1,765.16,765.16,completed,2026-04-25 12:03:14
ORD-001012,377,50,3,365.03,1095.09,completed,2026-04-01 02:08:26
ORD-001013,209,88,4,434.06,1736.24,completed,2026-04-16 03:49:58
ORD-001014,459,55,2,520.62,1041.24,shipped,2026-03-07 21:27:57
ORD-001015,346,87,3,605.95,1817.85,shipped,2026-04-19 23:32:05
ORD-001016,268,87,1,605.95,605.95,completed,2026-04-05 08:03:03
ORD-001017,356,16,2,200.02,400.04,cancelled,2026-04-05 09:24:50
ORD-001018,500,14,2,24.48,48.96,completed,2026-04-26 10:45:28
ORD-001019,63,44,2,555.36,1110.72,completed,2026-03-23 09:16:50
ORD-001020,304,55,4,520.62,2082.48,completed,2026-04-13 02:48:47
ORD-001021,342,97,4,499.11,1996.44,cancelled,2026-04-08 06:40:33
ORD-001022,76,52,4,778.04,3112.16,shipped,2026-03-29 13:50:46
ORD-001023,255,14,1,24.48,24.48,completed,2026-04-14 06:11:02
ORD-001024,378,81,2,484.39,968.78,completed,2026-04-29 20:22:25
ORD-001025,498,9,4,728.78,2915.12,completed,2026-03-18 23:01:34
ORD-001026,79,49,5,224.04,1120.2,completed,2026-03-18 12:05:46
ORD-001027,339,80,5,763.18,3815.9,cancelled,2026-04-24 21:12:51
ORD-001028,104,99,4,482.62,1930.48,completed,2026-03-11 07:01:58
ORD-001029,134,85,4,70.14,280.56,cancelled,2026-03-30 05:37:16
ORD-001030,488,44,5,555.36,2776.8,completed,2026-03-27 23:21:24
ORD-001031,162,56,1,540.14,540.14,shipped,2026-04-06 07:36:43
ORD-001032,91,57,4,737.45,2949.8,cancelled,2026-04-28 22:48:14
ORD-001033,252,85,3,70.14,210.42,shipped,2026-03-05 18:01:26
ORD-001034,250,18,3,631.84,1895.52,completed,2026-03-16 09:50:03
ORD-001035,351,73,4,772.5,3090.0,cancelled,2026-03-19 03:50:15
ORD-001036,438,74,4,726.17,2904.68,completed,2026-03-31 03:31:45
ORD-001037,254,65,1,448.58,448.58,cancelled,2026-04-05 14:24:37
ORD-001038,393,49,5,224.04,1120.2,completed,2026-03-18 11:09:23
ORD-001039,24,42,1,690.11,690.11,completed,2026-04-29 02:30:07
ORD-001040,14,47,3,404.56,1213.68,completed,2026-03-10 02:44:19
ORD-001041,183,49,1,224.04,224.04,shipped,2026-04-03 11:26:02
ORD-001042,127,45,1,220.4,220.4,completed,2026-03-19 15:06:29
ORD-001043,467,83,3,342.57,1027.71,completed,2026-03-24 20:54:27
ORD-001044,11,40,1,143.83,143.83,cancelled,2026-04-09 17:49:07
ORD-001045,443,42,1,690.11,690.11,shipped,2026-04-01 00:03:06
ORD-001046,137,73,5,772.5,3862.5,completed,2026-03-04 08:39:57
ORD-001047,163,90,4,861.53,3446.12,shipped,2026-03-24 23:11:26
ORD-001048,51,74,4,726.17,2904.68,shipped,2026-04-10 03:09:17
ORD-001049,258,13,2,727.19,1454.38,completed,2026-04-09 05:54:53
ORD-001050,497,22,5,166.08,830.4,shipped,2026-04-11 10:46:18
ORD-001051,431,26,4,406.44,1625.76,cancelled,2026-03-21 21:15:28
ORD-001052,153,28,3,867.91,2603.73,cancelled,2026-04-14 22:16:10
ORD-001053,368,52,2,778.04,1556.08,cancelled,2026-03-22 20:39:07
ORD-001054,35,13,5,727.19,3635.95,cancelled,2026-04-09 14:02:50
ORD-001055,178,68,4,290.27,1161.08,completed,2026-04-03 16:21:50
ORD-001056,222,84,3,544.62,1633.86,cancelled,2026-03-29 13:04:51
ORD-001057,129,41,2,843.98,1687.96,cancelled,2026-04-04 09:21:10
ORD-001058,93,66,4,847.72,3390.88,completed,2026-03-19 04:03:50
ORD-001059,296,81,5,484.39,2421.95,shipped,2026-03-06 17:12:30
ORD-001060,273,28,4,867.91,3471.64,cancelled,2026-04-13 00:46:26
ORD-001061,373,99,4,482.62,1930.48,completed,2026-03-02 03:23:18
ORD-001062,76,67,2,346.13,692.26,completed,2026-04-07 07:09:41
ORD-001063,211,20,3,887.59,2662.77,completed,2026-03-07 08:08:53
ORD-001064,137,9,2,728.78,1457.56,completed,2026-03-07 08:59:01
ORD-001065,121,83,2,342.57,685.14,shipped,2026-04-14 02:06:36
ORD-001066,15,31,1,164.73,164.73,completed,2026-04-21 17:00:46
ORD-001067,224,40,4,143.83,575.32,shipped,2026-03-30 03:37:03
ORD-001068,140,83,1,342.57,342.57,completed,2026-04-18 18:11:53
ORD-001069,338,4,3,152.26,456.78,cancelled,2026-03-11 13:53:12
ORD-001070,401,23,1,690.42,690.42,completed,2026-03-15 06:18:40
ORD-001071,153,8,1,809.51,809.51,completed,2026-04-10 02:05:48
ORD-001072,454,53,3,130.42,391.26,completed,2026-03-19 00:03:50
ORD-001073,293,51,2,488.09,976.18,cancelled,2026-04-15 19:55:29
ORD-001074,487,16,5,200.02,1000.1,cancelled,2026-03-19 02:52:04
ORD-001075,122,33,4,656.43,2625.72,cancelled,2026-03-05 20:42:51
ORD-001076,378,16,3,200.02,600.06,shipped,2026-04-09 02:43:32
ORD-001077,112,96,2,188.04,376.08,completed,2026-03-02 08:36:14
ORD-001078,226,14,2,24.48,48.96,shipped,2026-04-17 14:00:15
ORD-001079,274,33,5,656.43,3282.15,completed,2026-04-27 06:08:48
ORD-001080,217,90,1,861.53,861.53,shipped,2026-04-10 04:07:49
ORD-001081,186,88,2,434.06,868.12,shipped,2026-04-13 18:43:27
ORD-001082,11,92,3,866.06,2598.18,cancelled,2026-03-09 12:46:48
ORD-001083,130,5,1,470.71,470.71,cancelled,2026-03-17 15:16:26
ORD-001084,463,50,3,365.03,1095.09,completed,2026-03-21 10:47:20
ORD-001085,199,69,2,370.39,740.78,completed,2026-03-07 07:53:34
ORD-001086,480,51,3,488.09,1464.27,completed,2026-04-11 20:42:51
ORD-001087,469,39,2,226.52,453.04,shipped,2026-03-06 18:09:59
ORD-001088,209,81,3,484.39,1453.17,completed,2026-03-05 00:32:14
ORD-001089,242,36,1,419.39,419.39,shipped,2026-03-09 06:05:53
ORD-001090,423,43,4,729.48,2917.92,completed,2026-03-05 20:20:41
ORD-001091,181,90,3,861.53,2584.59,shipped,2026-03-29 21:35:02
ORD-001092,233,78,5,186.99,934.95,completed,2026-03-14 12:06:10
ORD-001093,95,98,1,258.34,258.34,shipped,2026-03-20 00:38:26
ORD-001094,103,83,2,342.57,685.14,completed,2026-04-30 09:24:45
ORD-001095,81,41,5,843.98,4219.9,completed,2026-04-25 19:57:54
ORD-001096,352,67,2,346.13,692.26,shipped,2026-03-07 02:22:22
ORD-001097,134,41,4,843.98,3375.92,completed,2026-03-31 19:08:21
ORD-001098,410,88,5,434.06,2170.3,completed,2026-03-09 12:04:24
ORD-001099,94,26,1,406.44,406.44,shipped,2026-04-04 10:36:58
ORD-001100,486,49,5,224.04,1120.2,completed,2026-04-16 23:14:43
ORD-001101,465,72,5,765.16,3825.8,completed,2026-03-21 15:40:23
ORD-001102,26,60,2,202.83,405.66,shipped,2026-04-14 17:51:21
ORD-001103,77,80,4,763.18,3052.72,completed,2026-03-23 14:31:41
ORD-001104,61,48,2,634.44,1268.88,completed,2026-03-01 03:20:51
ORD-001105,424,92,5,866.06,4330.3,shipped,2026-04-03 07:28:52
ORD-001106,98,16,2,200.02,400.04,completed,2026-03-16 16:36:14
ORD-001107,221,37,4,492.28,1969.12,completed,2026-04-06 19:15:35
ORD-001108,373,77,2,352.64,705.28,completed,2026-03-09 13:41:51
ORD-001109,15,54,2,214.57,429.14,completed,2026-04-04 18:41:11
ORD-001110,465,34,2,752.17,1504.34,completed,2026-03-22 07:34:50
ORD-001111,235,48,5,634.44,3172.2,completed,2026-03-18 00:26:06
ORD-001112,499,2,4,813.08,3252.32,shipped,2026-04-22 12:13:52
ORD-001113,363,88,2,434.06,868.12,shipped,2026-03-16 10:02:15
ORD-001114,49,95,5,627.59,3137.95,cancelled,2026-04-14 21:20:25
ORD-001115,242,8,1,809.51,809.51,completed,2026-04-09 15:26:59
ORD-001116,3,78,5,186.99,934.95,completed,2026-03-16 22:20:35
ORD-001117,203,65,5,448.58,2242.9,completed,2026-04-06 12:59:10
ORD-001118,92,17,5,45.53,227.65,completed,2026-04-28 02:51:55
ORD-001119,450,22,5,166.08,830.4,shipped,2026-03-30 11:39:04
ORD-001120,222,17,1,45.53,45.53,completed,2026-04-10 04:41:17
ORD-001121,66,34,1,752.17,752.17,shipped,2026-04-10 22:23:32
ORD-001122,145,36,3,419.39,1258.17,completed,2026-03-02 08:20:28
ORD-001123,224,79,3,75.77,227.31,completed,2026-03-28 12:36:14
ORD-001124,285,41,4,843.98,3375.92,shipped,2026-03-13 18:29:34
ORD-001125,118,7,2,526.92,1053.84,completed,2026-04-21 22:00:48
ORD-001126,362,5,4,470.71,1882.84,shipped,2026-04-14 18:02:43
ORD-001127,21,56,1,540.14,540.14,shipped,2026-03-04 05:58:52
ORD-001128,253,46,5,95.3,476.5,completed,2026-03-30 07:20:01
ORD-001129,48,93,2,673.46,1346.92,completed,2026-04-23 11:16:17
ORD-001130,384,37,2,492.28,984.56,cancelled,2026-03-08 17:52:22
ORD-001131,109,35,5,25.35,126.75,cancelled,2026-03-04 02:40:35
ORD-001132,93,1,5,60.27,301.35,shipped,2026-03-12 03:13:06
ORD-001133,347,10,2,123.09,246.18,completed,2026-03-12 05:51:52
ORD-001134,202,43,1,729.48,729.48,completed,2026-04-12 19:33:31
ORD-001135,79,76,1,503.77,503.77,completed,2026-03-08 12:13:14
ORD-001136,233,11,4,413.83,1655.32,completed,2026-03-08 06:31:45
ORD-001137,336,77,1,352.64,352.64,cancelled,2026-04-09 22:24:13
ORD-001138,67,58,3,275.08,825.24,completed,2026-03-01 03:16:40
ORD-001139,381,7,3,526.92,1580.76,completed,2026-04-10 21:58:41
ORD-001140,205,71,5,486.45,2432.25,completed,2026-04-06 20:37:50
ORD-001141,46,23,2,690.42,1380.84,completed,2026-03-12 09:28:34
ORD-001142,146,27,2,341.2,682.4,completed,2026-04-06 09:20:58
ORD-001143,377,16,3,200.02,600.06,completed,2026-03-30 08:15:30
ORD-001144,341,88,5,434.06,2170.3,completed,2026-04-22 10:55:40
ORD-001145,229,48,5,634.44,3172.2,shipped,2026-04-18 06:10:25
ORD-001146,217,61,3,251.26,753.78,completed,2026-03-25 02:08:33
ORD-001147,315,97,4,499.11,1996.44,completed,2026-03-10 10:35:35
ORD-001148,263,56,4,540.14,2160.56,completed,2026-04-25 22:31:40
ORD-001149,477,60,2,202.83,405.66,shipped,2026-03-20 18:21:15
ORD-001150,240,68,5,290.27,1451.35,shipped,2026-04-25 13:24:57
ORD-001151,66,11,4,413.83,1655.32,completed,2026-04-11 18:35:22
ORD-001152,292,32,5,356.79,1783.95,completed,2026-04-03 13:14:31
ORD-001153,263,71,1,486.45,486.45,completed,2026-03-03 22:21:30
ORD-001154,238,66,4,847.72,3390.88,cancelled,2026-04-04 20:33:36
ORD-001155,42,33,3,656.43,1969.29,cancelled,2026-04-14 02:40:49
ORD-001156,92,3,1,517.57,517.57,completed,2026-03-14 07:08:50
ORD-001157,449,51,1,488.09,488.09,completed,2026-04-25 08:50:42
ORD-001158,388,41,5,843.98,4219.9,shipped,2026-03-15 07:26:03
ORD-001159,109,80,3,763.18,2289.54,completed,2026-04-09 17:11:05
ORD-001160,223,11,5,413.83,2069.15,cancelled,2026-04-14 20:07:44
ORD-001161,7,3,1,517.57,517.57,completed,2026-04-05 19:45:07
ORD-001162,445,84,4,544.62,2178.48,cancelled,2026-04-01 09:15:04
ORD-001163,417,93,4,673.46,2693.84,cancelled,2026-04-11 01:28:53
ORD-001164,45,47,4,404.56,1618.24,completed,2026-03-10 12:58:51
